make,model,class,drive,transmission,cylinders,engine_displacement,fuel_type,fuel_type_1,city_mpg,highway_mpg,co2,fuel_economy_score,ghg_score
Porsche,911 Carrera 4 GTS,Minicompact Cars,4-Wheel Drive,Auto(AM-S7),6,3.0,Premium,Premium Gasoline,20,26,400,5,5
Porsche,911 Carrera 4 GTS,Minicompact Cars,4-Wheel Drive,Manual 7-Speed,6,3.0,Premium,Premium Gasoline,18,26,414,4,4
Porsche,911 Carrera 4 GTS Cabriolet,Minicompact Cars,4-Wheel Drive,Auto(AM-S7),6,3.0,Premium,Premium Gasoline,20,25,402,5,5
Porsche,911 Carrera 4 GTS Cabriolet,Minicompact Cars,4-Wheel Drive,Manual 7-Speed,6,3.0,Premium,Premium Gasoline,18,26,419,4,4
Porsche,911 Carrera 4S,Minicompact Cars,4-Wheel Drive,Auto(AM-S7),6,3.0,Premium,Premium Gasoline,21,28,373,5,5
Porsche,911 Carrera 4S,Minicompact Cars,4-Wheel Drive,Manual 7-Speed,6,3.0,Premium,Premium Gasoline,20,28,392,5,5
Porsche,911 Carrera 4S Cabriolet,Minicompact Cars,4-Wheel Drive,Auto(AM-S7),6,3.0,Premium,Premium Gasoline,21,28,371,5,5
Porsche,911 Carrera 4S Cabriolet,Minicompact Cars,4-Wheel Drive,Manual 7-Speed,6,3.0,Premium,Premium Gasoline,19,28,396,5,5
Porsche,911 Carrera Cabriolet,Minicompact Cars,Rear-Wheel Drive,Auto(AM-S7),6,3.0,Premium,Premium Gasoline,22,28,365,5,5
Porsche,911 Carrera Cabriolet,Minicompact Cars,Rear-Wheel Drive,Manual 7-Speed,6,3.0,Premium,Premium Gasoline,20,29,388,5,5
Porsche,911 Carrera GTS,Minicompact Cars,Rear-Wheel Drive,Auto(AM-S7),6,3.0,Premium,Premium Gasoline,20,26,391,5,5
Porsche,911 Carrera GTS,Minicompact Cars,Rear-Wheel Drive,Manual 7-Speed,6,3.0,Premium,Premium Gasoline,18,26,418,4,4
Porsche,911 Carrera GTS Cabriolet,Minicompact Cars,Rear-Wheel Drive,Auto(AM-S7),6,3.0,Premium,Premium Gasoline,20,26,400,5,5
Porsche,911 Carrera GTS Cabriolet,Minicompact Cars,Rear-Wheel Drive,Manual 7-Speed,6,3.0,Premium,Premium Gasoline,18,26,415,4,4
Porsche,911 Carrera S,Minicompact Cars,Rear-Wheel Drive,Auto(AM-S7),6,3.0,Premium,Premium Gasoline,22,28,363,5,5
Porsche,911 Carrera S,Minicompact Cars,Rear-Wheel Drive,Manual 7-Speed,6,3.0,Premium,Premium Gasoline,20,29,389,5,5
Porsche,911 Carrera S Cabriolet,Minicompact Cars,Rear-Wheel Drive,Auto(AM-S7),6,3.0,Premium,Premium Gasoline,22,28,367,5,5
Porsche,911 Carrera S Cabriolet,Minicompact Cars,Rear-Wheel Drive,Manual 7-Speed,6,3.0,Premium,Premium Gasoline,20,28,391,5,5
Porsche,911 Targa 4,Minicompact Cars,4-Wheel Drive,Auto(AM-S7),6,3.0,Premium,Premium Gasoline,22,28,367,5,5
Porsche,911 Targa 4,Minicompact Cars,4-Wheel Drive,Manual 7-Speed,6,3.0,Premium,Premium Gasoline,19,28,395,5,5
Porsche,911 Targa 4 GTS,Minicompact Cars,4-Wheel Drive,Auto(AM-S7),6,3.0,Premium,Premium Gasoline,20,26,404,5,5
Porsche,911 Targa 4 GTS,Minicompact Cars,4-Wheel Drive,Manual 7-Speed,6,3.0,Premium,Premium Gasoline,18,26,428,4,4
Porsche,911 Targa 4S,Minicompact Cars,4-Wheel Drive,Auto(AM-S7),6,3.0,Premium,Premium Gasoline,21,27,376,5,5
Porsche,911 Targa 4S,Minicompact Cars,4-Wheel Drive,Manual 7-Speed,6,3.0,Premium,Premium Gasoline,19,28,396,5,5
Porsche,911 Turbo,Minicompact Cars,All-Wheel Drive,Auto(AM-S7),6,3.8,Premium,Premium Gasoline,19,24,428,4,4
Porsche,911 Turbo Cabriolet,Minicompact Cars,All-Wheel Drive,Auto(AM-S7),6,3.8,Premium,Premium Gasoline,19,24,430,4,4
Porsche,911 Turbo S,Minicompact Cars,All-Wheel Drive,Auto(AM-S7),6,3.8,Premium,Premium Gasoline,19,24,428,4,4
Porsche,911 Turbo S Cabriolet,Minicompact Cars,All-Wheel Drive,Auto(AM-S7),6,3.8,Premium,Premium Gasoline,19,24,430,4,4
Porsche,Boxster,Two Seaters,Rear-Wheel Drive,Auto(AM-S7),4,2.0,Premium,Premium Gasoline,22,29,353,5,5
Porsche,Boxster,Two Seaters,Rear-Wheel Drive,Manual 6-Speed,4,2.0,Premium,Premium Gasoline,21,28,369,5,5
Porsche,Boxster S,Two Seaters,Rear-Wheel Drive,Auto(AM-S7),4,2.5,Premium,Premium Gasoline,21,28,372,5,5
Porsche,Boxster S,Two Seaters,Rear-Wheel Drive,Manual 6-Speed,4,2.5,Premium,Premium Gasoline,20,26,401,5,5
Porsche,Cayenne,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),6,3.6,Premium,Premium Gasoline,18,24,432,4,4
Porsche,Cayenne GTS,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),6,3.6,Premium,Premium Gasoline,16,23,476,4,4
Porsche,Cayenne Platinum,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),6,3.6,Premium,Premium Gasoline,17,23,453,4,4
Porsche,Cayenne S,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),6,3.6,Premium,Premium Gasoline,17,24,452,4,4
Porsche,Cayenne S e-Hybrid,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Auto(AM8),6,3.0,Premium Gas or Electricity,Premium Gasoline,21,24,258,6,8
Porsche,Cayenne Turbo,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),8,4.8,Premium,Premium Gasoline,14,21,536,3,3
Porsche,Cayenne Turbo S,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),8,4.8,Premium,Premium Gasoline,14,21,536,3,3
Porsche,Macan,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Auto(AM-S7),4,2.0,Premium,Premium Gasoline,20,25,399,5,5
Porsche,Macan GTS,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Auto(AM-S7),6,3.0,Premium,Premium Gasoline,17,23,461,4,4
Porsche,Macan S,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Auto(AM-S7),6,3.0,Premium,Premium Gasoline,17,23,459,4,4
Porsche,Macan Turbo,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Auto(AM-S7),6,3.6,Premium,Premium Gasoline,17,23,467,4,4
Porsche,Macan Turbo Kit,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Auto(AM-S7),6,3.6,Premium,Premium Gasoline,17,23,460,4,4
Ram,1500 2WD,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Automatic 8-Speed,8,5.7,Midgrade,Midgrade Gasoline,15,22,512,3,3
Ram,1500 2WD,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Automatic 8-Speed,6,3.6,Gasoline or E85,Regular Gasoline,17,25,450,4,4
Ram,1500 4WD,Standard Pickup Trucks 4WD,4-Wheel Drive,Automatic 6-Speed,8,5.7,Midgrade,Midgrade Gasoline,13,19,580,2,2
Ram,1500 4WD,Standard Pickup Trucks 4WD,4-Wheel Drive,Automatic 8-Speed,8,5.7,Midgrade,Midgrade Gasoline,15,21,527,3,3
Ram,1500 4WD,Standard Pickup Trucks 4WD,4-Wheel Drive,Automatic 8-Speed,6,3.6,Gasoline or E85,Regular Gasoline,16,23,475,4,4
Ram,Promaster City,Special Purpose Vehicle 2WD,Front-Wheel Drive,Automatic 9-Speed,4,2.4,Regular,Regular Gasoline,21,28,374,5,5
Rolls-Royce,Dawn,Compact Cars,Rear-Wheel Drive,Automatic (S8),12,6.6,Premium,Premium Gasoline,12,19,627,1,1
Rolls-Royce,Ghost,Large Cars,Rear-Wheel Drive,Automatic (S8),12,6.6,Premium,Premium Gasoline,12,19,627,1,1
Rolls-Royce,Ghost EWB,Large Cars,Rear-Wheel Drive,Automatic (S8),12,6.6,Premium,Premium Gasoline,12,19,627,1,1
Rolls-Royce,Phantom,Large Cars,Rear-Wheel Drive,Automatic (S8),12,6.7,Premium,Premium Gasoline,11,19,638,1,1
Rolls-Royce,Phantom Coupe,Compact Cars,Rear-Wheel Drive,Automatic (S8),12,6.7,Premium,Premium Gasoline,11,19,638,1,1
Rolls-Royce,Phantom Drophead Coupe,Compact Cars,Rear-Wheel Drive,Automatic (S8),12,6.7,Premium,Premium Gasoline,11,19,637,1,1
Rolls-Royce,Phantom EWB,Large Cars,Rear-Wheel Drive,Automatic (S8),12,6.7,Premium,Premium Gasoline,11,19,637,1,1
Rolls-Royce,Wraith,Midsize Cars,Rear-Wheel Drive,Automatic (S8),12,6.6,Premium,Premium Gasoline,12,19,604,2,2
Roush Performance,Stage 3 Mustang,Subcompact Cars,Rear-Wheel Drive,Automatic (S6),8,5.0,Premium,Premium Gasoline,14,22,531,3,3
Roush Performance,Stage 3 Mustang,Subcompact Cars,Rear-Wheel Drive,Manual 6-Speed,8,5.0,Premium,Premium Gasoline,13,23,559,2,2
smart,fortwo cabriolet,Two Seaters,Rear-Wheel Drive,Auto(AM6),3,0.9,Premium,Premium Gasoline,33,38,251,8,8
smart,fortwo cabriolet,Two Seaters,Rear-Wheel Drive,Manual 5-Speed,3,0.9,Premium,Premium Gasoline,31,38,258,8,8
smart,fortwo coupe,Two Seaters,Rear-Wheel Drive,Auto(AM6),3,0.9,Premium,Premium Gasoline,33,39,248,8,8
smart,fortwo coupe,Two Seaters,Rear-Wheel Drive,Manual 5-Speed,3,0.9,Premium,Premium Gasoline,31,39,257,8,8
Subaru,BRZ,Minicompact Cars,Rear-Wheel Drive,Automatic (S6),4,2.0,Premium,Premium Gasoline,24,33,322,6,6
Subaru,BRZ,Minicompact Cars,Rear-Wheel Drive,Manual 6-Speed,4,2.0,Premium,Premium Gasoline,21,29,367,5,5
Subaru,Crosstrek AWD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Auto(AV-S6),4,2.0,Regular,Regular Gasoline,26,33,311,7,7
Subaru,Crosstrek AWD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Manual 5-Speed,4,2.0,Regular,Regular Gasoline,23,30,348,6,6
Subaru,Forester AWD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Auto(AV-S8),4,2.0,Premium,Premium Gasoline,23,27,359,5,5
Subaru,Forester AWD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (variable gear ratios),4,2.5,Regular,Regular Gasoline,26,32,315,6,6
Subaru,Forester AWD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Manual 6-Speed,4,2.5,Regular,Regular Gasoline,22,28,368,5,5
Subaru,Impreza 4-Door,Midsize Cars,All-Wheel Drive,Auto(AV-S7),4,2.0,Regular,Regular Gasoline,28,38,282,7,7
Subaru,Impreza 4-Door,Midsize Cars,All-Wheel Drive,Manual 5-Speed,4,2.0,Regular,Regular Gasoline,24,32,331,6,6
Subaru,Impreza 5-Door,Small Station Wagons,All-Wheel Drive,Auto(AV-S7),4,2.0,Regular,Regular Gasoline,28,37,282,7,7
Subaru,Impreza 5-Door,Small Station Wagons,All-Wheel Drive,Manual 5-Speed,4,2.0,Regular,Regular Gasoline,24,31,335,6,6
Subaru,Impreza Sport 4-Door,Midsize Cars,All-Wheel Drive,Auto(AV-S7),4,2.0,Regular,Regular Gasoline,27,36,291,7,7
Subaru,Impreza Sport 4-Door,Midsize Cars,All-Wheel Drive,Manual 5-Speed,4,2.0,Regular,Regular Gasoline,23,31,337,6,6
Subaru,Impreza Sport 5-Door,Small Station Wagons,All-Wheel Drive,Auto(AV-S7),4,2.0,Regular,Regular Gasoline,27,35,292,7,7
Subaru,Impreza Sport 5-Door,Small Station Wagons,All-Wheel Drive,Manual 5-Speed,4,2.0,Regular,Regular Gasoline,22,30,351,5,5
Subaru,Legacy AWD,Midsize Cars,All-Wheel Drive,Auto(AV-S6),6,3.6,Regular,Regular Gasoline,20,28,387,5,5
Subaru,Legacy AWD,Midsize Cars,All-Wheel Drive,Auto(AV-S6),4,2.5,Regular,Regular Gasoline,25,34,311,7,7
Subaru,Outback AWD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Auto(AV-S6),6,3.6,Regular,Regular Gasoline,20,27,398,5,5
Subaru,Outback AWD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Auto(AV-S6),4,2.5,Regular,Regular Gasoline,25,32,319,6,6
Subaru,WRX,Compact Cars,All-Wheel Drive,Auto(AV-S8),4,2.0,Premium,Premium Gasoline,18,24,420,4,4
Subaru,WRX,Compact Cars,All-Wheel Drive,Manual 6-Speed,4,2.0,Premium,Premium Gasoline,20,27,385,5,5
Subaru,WRX,Compact Cars,All-Wheel Drive,Manual 6-Speed,4,2.5,Premium,Premium Gasoline,17,23,458,4,4
Toyota,86,Minicompact Cars,Rear-Wheel Drive,Automatic (S6),4,2.0,Premium,Premium Gasoline,24,32,328,6,6
Toyota,86,Minicompact Cars,Rear-Wheel Drive,Manual 6-Speed,4,2.0,Premium,Premium Gasoline,21,28,373,5,5
Toyota,4Runner 2WD,Standard Sport Utility Vehicle 2WD,Rear-Wheel Drive,Automatic (S5),6,4.0,Regular,Regular Gasoline,17,21,479,3,3
Toyota,4Runner 4WD,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S5),6,4.0,Regular,Regular Gasoline,17,20,491,3,3
Toyota,4Runner 4WD,Standard Sport Utility Vehicle 4WD,Part-time 4-Wheel Drive,Automatic (S5),6,4.0,Regular,Regular Gasoline,17,20,491,3,3
Toyota,Avalon,Midsize Cars,Front-Wheel Drive,Automatic (S6),6,3.5,Regular,Regular Gasoline,21,30,365,5,5
Toyota,Avalon Hybrid,Midsize Cars,Front-Wheel Drive,Auto(AV-S6),4,2.5,Regular,Regular Gasoline,40,39,223,9,9
Toyota,Camry,Midsize Cars,Front-Wheel Drive,Automatic (S6),6,3.5,Regular,Regular Gasoline,21,30,363,5,5
Toyota,Camry,Midsize Cars,Front-Wheel Drive,Automatic (S6),4,2.5,Regular,Regular Gasoline,24,33,321,6,6
Toyota,Camry Hybrid LE,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),4,2.5,Regular,Regular Gasoline,42,38,221,9,9
Toyota,Camry Hybrid XLE/SE,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),4,2.5,Regular,Regular Gasoline,40,37,230,9,9
Toyota,Corolla,Midsize Cars,Front-Wheel Drive,Auto(AV-S7),4,1.8,Regular,Regular Gasoline,28,35,286,7,7
Toyota,Corolla,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),4,1.8,Regular,Regular Gasoline,28,36,281,7,7
Toyota,Corolla,Midsize Cars,Front-Wheel Drive,Manual 6-Speed,4,1.8,Regular,Regular Gasoline,27,35,289,7,7
Toyota,Corolla iM,Midsize Cars,Front-Wheel Drive,Auto(AV-S7),4,1.8,Regular,Regular Gasoline,28,36,283,7,7
Toyota,Corolla iM,Midsize Cars,Front-Wheel Drive,Manual 6-Speed,4,1.8,Regular,Regular Gasoline,27,35,297,7,7
Toyota,Corolla LE Eco,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),4,1.8,Regular,Regular Gasoline,30,40,263,8,8
Toyota,Corolla LE Eco,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),4,1.8,Regular,Regular Gasoline,29,38,271,8,8
Toyota,Highlander,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic (S6),4,2.7,Regular,Regular Gasoline,20,24,407,5,5
Toyota,Highlander,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic (S8),6,3.5,Regular,Regular Gasoline,20,27,391,5,5
Toyota,Highlander AWD,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),6,3.5,Regular,Regular Gasoline,20,26,398,5,5
Toyota,Highlander AWD,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),6,3.5,Regular,Regular Gasoline,19,26,405,5,5
Toyota,Highlander AWD LE,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),6,3.5,Regular,Regular Gasoline,20,27,390,5,5
Toyota,Highlander Hybrid 4WD,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Auto(AV-S6),6,3.5,Regular,Regular Gasoline,29,27,311,6,6
Toyota,Highlander Hybrid 4WD LE Plus,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Auto(AV-S6),6,3.5,Regular,Regular Gasoline,30,28,305,7,7
Toyota,Highlander LE/XLE/SE/LTD,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic (S8),6,3.5,Regular,Regular Gasoline,21,27,384,5,5
Toyota,Land Cruiser Wagon 4WD,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic (S8),8,5.7,Regular,Regular Gasoline,13,18,595,2,2
Toyota,Prius,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),4,1.8,Regular,Regular Gasoline,54,50,171,10,10
Toyota,Prius c,Compact Cars,Front-Wheel Drive,Automatic (variable gear ratios),4,1.5,Regular,Regular Gasoline,48,43,193,10,10
Toyota,Prius Eco,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),4,1.8,Regular,Regular Gasoline,58,53,158,10,10
Toyota,Prius Prime,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),4,1.8,Regular Gas and Electricity,Regular Gasoline,55,53,78,10,10
Toyota,Prius v,Midsize Station Wagons,Front-Wheel Drive,Automatic (variable gear ratios),4,1.8,Regular,Regular Gasoline,43,39,217,9,9
Toyota,RAV4,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic (S6),4,2.5,Regular,Regular Gasoline,23,29,349,5,5
Toyota,RAV4 AWD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S6),4,2.5,Regular,Regular Gasoline,22,28,357,5,5
Toyota,RAV4 Hybrid AWD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Auto(AV-S6),4,2.5,Regular,Regular Gasoline,34,30,275,7,7
Toyota,RAV4 LE/XLE,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic (S6),4,2.5,Regular,Regular Gasoline,23,30,338,6,6
Toyota,RAV4 Limited AWD/SE AWD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S6),4,2.5,Regular,Regular Gasoline,22,28,363,5,5
Toyota,Sequoia 2WD,Standard Sport Utility Vehicle 2WD,Rear-Wheel Drive,Automatic (S6),8,5.7,Regular,Regular Gasoline,13,17,610,2,2
Toyota,Sequoia 4WD,Standard Sport Utility Vehicle 4WD,Part-time 4-Wheel Drive,Automatic (S6),8,5.7,Regular,Regular Gasoline,13,17,613,1,1
Toyota,Sequoia 4WD FFV,Standard Sport Utility Vehicle 4WD,Part-time 4-Wheel Drive,Automatic (S6),8,5.7,Gasoline or E85,Regular Gasoline,13,17,632,1,1
Toyota,Sienna 2WD,Minivan - 2WD,Front-Wheel Drive,Automatic (S8),6,3.5,Regular,Regular Gasoline,19,27,409,5,5
Toyota,Sienna AWD,Minivan - 4WD,All-Wheel Drive,Automatic (S8),6,3.5,Regular,Regular Gasoline,18,24,441,4,4
Toyota,Tacoma 2WD,Small Pickup Trucks 2WD,Rear-Wheel Drive,Automatic (S6),6,3.5,Regular,Regular Gasoline,19,24,431,4,4
Toyota,Tacoma 2WD,Small Pickup Trucks 2WD,Rear-Wheel Drive,Automatic (S6),4,2.7,Regular,Regular Gasoline,19,23,427,4,4
Toyota,Tacoma 4WD,Small Pickup Trucks 4WD,Part-time 4-Wheel Drive,Automatic (S6),6,3.5,Regular,Regular Gasoline,18,23,446,4,4
Toyota,Tacoma 4WD,Small Pickup Trucks 4WD,Part-time 4-Wheel Drive,Automatic (S6),4,2.7,Regular,Regular Gasoline,19,22,441,4,4
Toyota,Tacoma 4WD,Small Pickup Trucks 4WD,Part-time 4-Wheel Drive,Manual 5-Speed,4,2.7,Regular,Regular Gasoline,19,21,448,4,4
Toyota,Tacoma 4WD,Small Pickup Trucks 4WD,Part-time 4-Wheel Drive,Manual 6-Speed,6,3.5,Regular,Regular Gasoline,17,21,481,3,3
Toyota,Tacoma 4WD Double Cab,Small Pickup Trucks 4WD,Part-time 4-Wheel Drive,Manual 6-Speed,6,3.5,Regular,Regular Gasoline,17,20,483,3,3
Toyota,Tundra 2WD,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Automatic (S6),8,4.6,Regular,Regular Gasoline,15,19,554,2,2
Toyota,Tundra 2WD,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Automatic (S6),8,5.7,Regular,Regular Gasoline,13,18,592,2,2
Toyota,Tundra 2WD FFV,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Automatic (S6),8,5.7,Gasoline or E85,Regular Gasoline,13,18,594,2,2
Toyota,Tundra 4WD,Standard Pickup Trucks 4WD,Part-time 4-Wheel Drive,Automatic (S6),8,4.6,Regular,Regular Gasoline,14,18,568,2,2
Toyota,Tundra 4WD,Standard Pickup Trucks 4WD,Part-time 4-Wheel Drive,Automatic (S6),8,5.7,Regular,Regular Gasoline,13,17,606,2,2
Toyota,Tundra 4WD FFV,Standard Pickup Trucks 4WD,Part-time 4-Wheel Drive,Automatic (S6),8,5.7,Gasoline or E85,Regular Gasoline,13,17,604,2,2
Toyota,Yaris,Compact Cars,Front-Wheel Drive,Automatic 4-Speed,4,1.5,Regular,Regular Gasoline,30,35,278,7,7
Toyota,Yaris,Compact Cars,Front-Wheel Drive,Manual 5-Speed,4,1.5,Regular,Regular Gasoline,30,36,271,8,8
Toyota,Yaris iA,Subcompact Cars,Front-Wheel Drive,Automatic (S6),4,1.5,Regular,Regular Gasoline,32,40,249,8,8
Toyota,Yaris iA,Subcompact Cars,Front-Wheel Drive,Manual 6-Speed,4,1.5,Regular,Regular Gasoline,30,39,264,8,8
Volkswagen,Beetle,Compact Cars,Front-Wheel Drive,Auto(AM-S6),4,2.0,Regular,Regular Gasoline,23,29,349,6,6
Volkswagen,Beetle,Compact Cars,Front-Wheel Drive,Automatic (S6),4,1.8,Regular,Regular Gasoline,24,33,322,6,6
Volkswagen,Beetle Convertible,Subcompact Cars,Front-Wheel Drive,Automatic (S6),4,1.8,Regular,Regular Gasoline,24,33,322,6,6
Volkswagen,Beetle Dune,Compact Cars,Front-Wheel Drive,Automatic (S6),4,1.8,Regular,Regular Gasoline,24,31,331,6,6
Volkswagen,Beetle Dune Convertible,Subcompact Cars,Front-Wheel Drive,Automatic (S6),4,1.8,Regular,Regular Gasoline,24,31,331,6,6
Volkswagen,CC,Compact Cars,Front-Wheel Drive,Auto(AM-S6),4,2.0,Premium,Premium Gasoline,22,31,349,5,5
Volkswagen,CC 4motion,Compact Cars,All-Wheel Drive,Automatic (S6),6,3.6,Regular,Regular Gasoline,17,25,446,4,4
Volkswagen,Golf,Compact Cars,Front-Wheel Drive,Automatic (S6),4,1.8,Regular,Regular Gasoline,25,35,309,7,7
Volkswagen,Golf,Compact Cars,Front-Wheel Drive,Manual 5-Speed,4,1.8,Regular,Regular Gasoline,25,36,305,7,7
Volkswagen,Golf Alltrack,Small Station Wagons,All-Wheel Drive,Auto(AM-S6),4,1.8,Regular,Regular Gasoline,22,30,354,5,5
Volkswagen,Golf Alltrack,Small Station Wagons,All-Wheel Drive,Manual 6-Speed,4,1.8,Regular,Regular Gasoline,22,32,347,6,6
Volkswagen,Golf R,Compact Cars,All-Wheel Drive,Auto(AM-S6),4,2.0,Premium,Premium Gasoline,23,30,347,5,5
Volkswagen,Golf R,Compact Cars,All-Wheel Drive,Manual 6-Speed,4,2.0,Premium,Premium Gasoline,22,31,354,5,5
Volkswagen,Golf SportWagen,Small Station Wagons,Front-Wheel Drive,Automatic (S6),4,1.8,Regular,Regular Gasoline,25,34,309,7,7
Volkswagen,Golf SportWagen,Small Station Wagons,Front-Wheel Drive,Manual 5-Speed,4,1.8,Regular,Regular Gasoline,25,35,313,6,6
Volkswagen,Golf SportWagen 4motion,Small Station Wagons,All-Wheel Drive,Auto(AM-S6),4,1.8,Regular,Regular Gasoline,22,30,354,5,5
Volkswagen,Golf SportWagen 4motion,Small Station Wagons,All-Wheel Drive,Manual 6-Speed,4,1.8,Regular,Regular Gasoline,22,32,347,6,6
Volkswagen,GTI,Compact Cars,Front-Wheel Drive,Auto(AM-S6),4,2.0,Regular,Regular Gasoline,24,32,325,6,6
Volkswagen,GTI,Compact Cars,Front-Wheel Drive,Manual 6-Speed,4,2.0,Regular,Regular Gasoline,24,34,319,6,6
Volkswagen,Jetta,Compact Cars,Front-Wheel Drive,Auto(AM-S6),4,2.0,Regular,Regular Gasoline,24,33,326,6,6
Volkswagen,Jetta,Compact Cars,Front-Wheel Drive,Automatic (S6),4,1.4,Regular,Regular Gasoline,28,38,282,7,7
Volkswagen,Jetta,Compact Cars,Front-Wheel Drive,Automatic (S6),4,1.8,Regular,Regular Gasoline,25,35,311,7,7
Volkswagen,Jetta,Compact Cars,Front-Wheel Drive,Manual 5-Speed,4,1.4,Regular,Regular Gasoline,28,40,271,8,8
Volkswagen,Jetta,Compact Cars,Front-Wheel Drive,Manual 6-Speed,4,2.0,Regular,Regular Gasoline,23,33,335,6,6
Volkswagen,Passat,Midsize Cars,Front-Wheel Drive,Auto(AM-S6),6,3.6,Regular,Regular Gasoline,20,28,390,5,5
Volkswagen,Passat,Midsize Cars,Front-Wheel Drive,Automatic (S6),4,1.8,Regular,Regular Gasoline,23,34,329,6,6
Volkswagen,Tiguan,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic (S6),4,2.0,Premium,Premium Gasoline,20,24,412,5,5
Volkswagen,Tiguan 4motion,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S6),4,2.0,Premium,Premium Gasoline,20,24,421,4,4
Volkswagen,Touareg,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),6,3.6,Regular,Regular Gasoline,17,23,462,4,4
Volvo,S60 AWD,Compact Cars,All-Wheel Drive,Automatic (S8),4,2.0,Regular,Regular Gasoline,23,31,343,6,6
Volvo,S60 AWD,Compact Cars,All-Wheel Drive,Automatic (S8),4,2.0,Premium,Premium Gasoline,22,32,345,6,6
Volvo,S60 CC AWD,Compact Cars,All-Wheel Drive,Automatic (S8),4,2.0,Regular,Regular Gasoline,22,30,354,5,5
Volvo,S60 FWD,Compact Cars,Front-Wheel Drive,Automatic (S8),4,2.0,Regular,Regular Gasoline,25,36,302,7,7
Volvo,S60 Inscription AWD,Compact Cars,All-Wheel Drive,Automatic (S8),4,2.0,Regular,Regular Gasoline,23,31,343,6,6
Volvo,S60 Inscription FWD,Compact Cars,Front-Wheel Drive,Automatic (S8),4,2.0,Regular,Regular Gasoline,25,36,302,7,7
Volvo,S60 Polestar AWD,Compact Cars,All-Wheel Drive,Automatic (S8),4,2.0,Premium,Premium Gasoline,20,27,388,5,5
Volvo,S90 AWD,Midsize Cars,All-Wheel Drive,Automatic (S8),4,2.0,Premium,Premium Gasoline,22,31,353,5,5
Volvo,S90 FWD,Midsize Cars,Front-Wheel Drive,Automatic (S8),4,2.0,Premium,Premium Gasoline,23,34,328,6,6
Volvo,V60 AWD,Small Station Wagons,All-Wheel Drive,Automatic (S8),4,2.0,Premium,Premium Gasoline,22,32,345,6,6
Volvo,V60 AWD,Small Station Wagons,All-Wheel Drive,Automatic (S8),4,2.0,Regular,Regular Gasoline,23,31,343,6,6
