make,model,class,drive,transmission,cylinders,engine_displacement,fuel_type,fuel_type_1,city_mpg,highway_mpg,co2,fuel_economy_score,ghg_score
Mazda,CX-9 2WD,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic (S6),4,2.5,Regular,Regular Gasoline,22,28,362,5,5
Mazda,CX-9 4WD,Small Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic (S6),4,2.5,Regular,Regular Gasoline,20,26,390,5,5
Mazda,MX-5,Two Seaters,Rear-Wheel Drive,Automatic (S6),4,2.0,Premium,Premium Gasoline,26,35,301,7,7
Mazda,MX-5,Two Seaters,Rear-Wheel Drive,Manual 6-Speed,4,2.0,Premium,Premium Gasoline,26,33,305,7,7
McLaren Automotive,570GT,Two Seaters,Rear-Wheel Drive,Automatic 7-Speed,8,3.8,Premium,Premium Gasoline,16,23,481,4,4
McLaren Automotive,570S Coupe,Two Seaters,Rear-Wheel Drive,Automatic 7-Speed,8,3.8,Premium,Premium Gasoline,16,23,481,4,4
Mercedes-Benz,AMG C43 4matic,Compact Cars,4-Wheel Drive,Automatic 9-Speed,6,3.0,Premium,Premium Gasoline,20,28,382,5,5
Mercedes-Benz,AMG C43 4matic Convertible,Subcompact Cars,4-Wheel Drive,Automatic 9-Speed,6,3.0,Premium,Premium Gasoline,19,26,410,5,5
Mercedes-Benz,AMG C43 4matic Coupe,Subcompact Cars,4-Wheel Drive,Automatic 9-Speed,6,3.0,Premium,Premium Gasoline,20,28,389,5,5
Mercedes-Benz,AMG C63,Compact Cars,Rear-Wheel Drive,Automatic 7-Speed,8,4.0,Premium,Premium Gasoline,18,25,432,4,4
Mercedes-Benz,AMG C63 Convertible,Subcompact Cars,Rear-Wheel Drive,Automatic 7-Speed,8,4.0,Premium,Premium Gasoline,17,22,470,4,4
Mercedes-Benz,AMG C63 Coupe,Subcompact Cars,Rear-Wheel Drive,Automatic 7-Speed,8,4.0,Premium,Premium Gasoline,17,23,458,4,4
Mercedes-Benz,AMG C63 S,Compact Cars,Rear-Wheel Drive,Automatic 7-Speed,8,4.0,Premium,Premium Gasoline,18,24,441,4,4
Mercedes-Benz,AMG C63 S Convertible,Subcompact Cars,Rear-Wheel Drive,Automatic 7-Speed,8,4.0,Premium,Premium Gasoline,17,22,470,4,4
Mercedes-Benz,AMG C63 S Coupe,Subcompact Cars,Rear-Wheel Drive,Automatic 7-Speed,8,4.0,Premium,Premium Gasoline,17,23,458,4,4
Mercedes-Benz,AMG CLA45 4matic,Compact Cars,4-Wheel Drive,Auto(AM7),4,2.0,Premium,Premium Gasoline,23,30,348,6,6
Mercedes-Benz,AMG CLS63 S 4matic,Compact Cars,4-Wheel Drive,Automatic 7-Speed,8,5.5,Premium,Premium Gasoline,16,22,495,3,3
Mercedes-Benz,AMG E43 4matic,Midsize Cars,4-Wheel Drive,Automatic 9-Speed,6,3.0,Premium,Premium Gasoline,18,25,431,4,4
Mercedes-Benz,AMG G63,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic 7-Speed,8,5.5,Premium,Premium Gasoline,12,14,696,1,1
Mercedes-Benz,AMG G65,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic 7-Speed,12,6.0,Premium,Premium Gasoline,11,13,762,1,1
Mercedes-Benz,AMG GLA45 4matic,Midsize Station Wagons,4-Wheel Drive,Auto(AM7),4,2.0,Premium,Premium Gasoline,22,28,361,5,5
Mercedes-Benz,AMG GLC43 4matic,Small Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic 9-Speed,6,3.0,Premium,Premium Gasoline,18,24,443,4,4
Mercedes-Benz,AMG GLC43 4matic Coupe,Small Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic 9-Speed,6,3.0,Premium,Premium Gasoline,18,24,438,4,4
Mercedes-Benz,AMG GLE43 4matic,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic 9-Speed,6,3.0,Premium,Premium Gasoline,17,23,455,4,4
Mercedes-Benz,AMG GLE43 4matic Coupe,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic 9-Speed,6,3.0,Premium,Premium Gasoline,17,23,454,4,4
Mercedes-Benz,AMG GLE63,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic 7-Speed,8,5.5,Premium,Premium Gasoline,13,17,611,2,2
Mercedes-Benz,AMG GLE63 S,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic 7-Speed,8,5.5,Premium,Premium Gasoline,13,17,611,2,2
Mercedes-Benz,AMG GLE63 S Coupe,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic 7-Speed,8,5.5,Premium,Premium Gasoline,14,18,574,2,2
Mercedes-Benz,AMG GLS63,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic 7-Speed,8,5.5,Premium,Premium Gasoline,13,17,615,1,1
Mercedes-Benz,AMG GT,Two Seaters,Rear-Wheel Drive,Auto(AM7),8,4.0,Premium,Premium Gasoline,16,22,486,3,3
Mercedes-Benz,AMG GT S,Two Seaters,Rear-Wheel Drive,Auto(AM7),8,4.0,Premium,Premium Gasoline,16,22,486,3,3
Mercedes-Benz,AMG S63 4matic,Large Cars,4-Wheel Drive,Automatic 7-Speed,8,5.5,Premium,Premium Gasoline,15,23,499,3,3
Mercedes-Benz,AMG S63 4matic Convertible,Subcompact Cars,4-Wheel Drive,Automatic 7-Speed,8,5.5,Premium,Premium Gasoline,14,22,517,3,3
Mercedes-Benz,AMG S63 4matic Coupe,Compact Cars,4-Wheel Drive,Automatic 7-Speed,8,5.5,Premium,Premium Gasoline,15,23,490,3,3
Mercedes-Benz,AMG S65,Large Cars,Rear-Wheel Drive,Automatic 7-Speed,12,6.0,Premium,Premium Gasoline,13,22,552,2,2
Mercedes-Benz,AMG SL63,Two Seaters,Rear-Wheel Drive,Automatic 7-Speed,8,5.5,Premium,Premium Gasoline,16,25,468,4,4
Mercedes-Benz,AMG SL65,Two Seaters,Rear-Wheel Drive,Automatic 7-Speed,12,6.0,Premium,Premium Gasoline,13,22,546,2,2
Mercedes-Benz,AMG SLC43,Two Seaters,Rear-Wheel Drive,Automatic 9-Speed,6,3.0,Premium,Premium Gasoline,20,29,379,5,5
Mercedes-Benz,C300,Compact Cars,Rear-Wheel Drive,Automatic 7-Speed,4,2.0,Premium,Premium Gasoline,24,34,319,6,6
Mercedes-Benz,C300 4matic,Compact Cars,4-Wheel Drive,Automatic 7-Speed,4,2.0,Premium,Premium Gasoline,24,31,333,6,6
Mercedes-Benz,C300 4matic Convertible,Subcompact Cars,4-Wheel Drive,Automatic 9-Speed,4,2.0,Premium,Premium Gasoline,22,29,360,5,5
Mercedes-Benz,C300 4matic Coupe,Subcompact Cars,4-Wheel Drive,Automatic 7-Speed,4,2.0,Premium,Premium Gasoline,23,29,354,5,5
Mercedes-Benz,C300 Convertible,Subcompact Cars,Rear-Wheel Drive,Automatic 9-Speed,4,2.0,Premium,Premium Gasoline,23,31,342,6,6
Mercedes-Benz,C300 Coupe,Subcompact Cars,Rear-Wheel Drive,Automatic 7-Speed,4,2.0,Premium,Premium Gasoline,23,30,347,6,6
Mercedes-Benz,CLA250,Compact Cars,Front-Wheel Drive,Auto(AM7),4,2.0,Premium,Premium Gasoline,24,36,311,7,7
Mercedes-Benz,CLA250 4matic,Compact Cars,4-Wheel Drive,Auto(AM7),4,2.0,Premium,Premium Gasoline,23,32,336,6,6
Mercedes-Benz,CLA250 4matic,Compact Cars,4-Wheel Drive,Auto(AM7),4,2.0,Premium or E85,Premium Gasoline,23,32,336,6,6
Mercedes-Benz,CLS550,Compact Cars,Rear-Wheel Drive,Automatic 9-Speed,8,4.7,Premium,Premium Gasoline,18,26,425,4,4
Mercedes-Benz,CLS550 4matic,Compact Cars,4-Wheel Drive,Automatic 9-Speed,8,4.7,Premium,Premium Gasoline,17,25,444,4,4
Mercedes-Benz,E300,Midsize Cars,Rear-Wheel Drive,Automatic 9-Speed,4,2.0,Premium,Premium Gasoline,22,30,351,5,5
Mercedes-Benz,E300 4matic,Midsize Cars,4-Wheel Drive,Automatic 9-Speed,4,2.0,Premium,Premium Gasoline,22,29,362,5,5
Mercedes-Benz,E400 4matic Coupe,Subcompact Cars,4-Wheel Drive,Automatic 7-Speed,6,3.0,Premium,Premium Gasoline,20,28,387,5,5
Mercedes-Benz,E400 Convertible,Subcompact Cars,Rear-Wheel Drive,Automatic 7-Speed,6,3.0,Premium,Premium Gasoline,20,29,377,5,5
Mercedes-Benz,E400 Coupe,Subcompact Cars,Rear-Wheel Drive,Automatic 7-Speed,6,3.0,Premium,Premium Gasoline,20,29,377,5,5
Mercedes-Benz,E550 Convertible,Subcompact Cars,Rear-Wheel Drive,Automatic 7-Speed,8,4.7,Premium,Premium Gasoline,17,25,443,4,4
Mercedes-Benz,E550 Coupe,Subcompact Cars,Rear-Wheel Drive,Automatic 7-Speed,8,4.7,Premium,Premium Gasoline,18,26,432,4,4
Mercedes-Benz,G550,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic 7-Speed,8,4.0,Premium,Premium Gasoline,13,14,660,1,1
Mercedes-Benz,G550,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic 7-Speed,8,4.0,Premium,Premium Gasoline,11,11,829,1,1
Mercedes-Benz,GLA250,Midsize Station Wagons,Front-Wheel Drive,Auto(AM7),4,2.0,Premium,Premium Gasoline,24,33,322,6,6
Mercedes-Benz,GLA250 4matic,Small Sport Utility Vehicle 4WD,4-Wheel Drive,Auto(AM7),4,2.0,Premium,Premium Gasoline,23,31,344,6,6
Mercedes-Benz,GLA250 4matic,Small Sport Utility Vehicle 4WD,4-Wheel Drive,Auto(AM7),4,2.0,Premium or E85,Premium Gasoline,23,31,344,6,6
Mercedes-Benz,GLC300,Small Sport Utility Vehicle 2WD,Rear-Wheel Drive,Automatic 9-Speed,4,2.0,Premium,Premium Gasoline,22,28,364,5,5
Mercedes-Benz,GLC300 4matic,Small Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic 9-Speed,4,2.0,Premium,Premium Gasoline,21,28,374,5,5
Mercedes-Benz,GLC300 4matic Coupe,Small Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic (S9),4,2.0,Premium,Premium Gasoline,22,27,375,5,5
Mercedes-Benz,GLE350,Standard Sport Utility Vehicle 2WD,Rear-Wheel Drive,Automatic 7-Speed,6,3.5,Premium,Premium Gasoline,18,23,440,4,4
Mercedes-Benz,GLE350 4matic,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic 7-Speed,6,3.5,Premium,Premium Gasoline,18,22,457,4,4
Mercedes-Benz,GLE350 4matic,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic 7-Speed,6,3.5,Premium or E85,Premium Gasoline,18,22,457,4,4
Mercedes-Benz,GLE400 4matic,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic 9-Speed,6,3.0,Premium,Premium Gasoline,18,23,445,4,4
Mercedes-Benz,GLE550e 4matic,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic 7-Speed,6,3.0,Premium and Electricity,Premium Gasoline,20,23,296,5,7
Mercedes-Benz,GLS450 4matic,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic 9-Speed,6,3.0,Premium,Premium Gasoline,17,22,477,4,4
Mercedes-Benz,GLS550 4matic,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic 9-Speed,8,4.7,Premium,Premium Gasoline,14,18,562,2,2
Mercedes-Benz,Maybach S550 4matic,Large Cars,4-Wheel Drive,Automatic 9-Speed,8,4.7,Premium,Premium Gasoline,16,24,466,4,4
Mercedes-Benz,Maybach S600,Large Cars,Rear-Wheel Drive,Automatic 7-Speed,12,6.0,Premium,Premium Gasoline,13,21,565,2,2
Mercedes-Benz,Metris (Cargo Van),Special Purpose Vehicle 2WD,Rear-Wheel Drive,Automatic 7-Speed,4,2.0,Premium,Premium Gasoline,21,24,396,5,5
Mercedes-Benz,Metris (Passenger Van),Special Purpose Vehicle 2WD,Rear-Wheel Drive,Automatic 7-Speed,4,2.0,Premium,Premium Gasoline,20,23,413,5,5
Mercedes-Benz,S550,Large Cars,Rear-Wheel Drive,Automatic 9-Speed,8,4.7,Premium,Premium Gasoline,18,26,434,4,4
Mercedes-Benz,S550 4matic,Large Cars,4-Wheel Drive,Automatic 9-Speed,8,4.7,Premium,Premium Gasoline,16,25,452,4,4
Mercedes-Benz,S550 4matic Coupe,Compact Cars,4-Wheel Drive,Automatic 9-Speed,8,4.7,Premium,Premium Gasoline,17,25,443,4,4
Mercedes-Benz,S550 Convertible,Subcompact Cars,Rear-Wheel Drive,Automatic 9-Speed,8,4.7,Premium,Premium Gasoline,17,25,445,4,4
Mercedes-Benz,S550e,Large Cars,Rear-Wheel Drive,Automatic 7-Speed,6,3.0,Premium and Electricity,Premium Gasoline,24,30,229,7,9
Mercedes-Benz,S600,Large Cars,Rear-Wheel Drive,Automatic 7-Speed,12,6.0,Premium,Premium Gasoline,13,22,547,2,2
Mercedes-Benz,S65 AMG Convertible,Subcompact Cars,Rear-Wheel Drive,Automatic 7-Speed,12,6.0,Premium,Premium Gasoline,14,21,542,2,2
Mercedes-Benz,S65 AMG Coupe,Compact Cars,Rear-Wheel Drive,Automatic 7-Speed,12,6.0,Premium,Premium Gasoline,13,21,553,2,2
Mercedes-Benz,SL450,Two Seaters,Rear-Wheel Drive,Automatic 9-Speed,6,3.0,Premium,Premium Gasoline,20,28,383,5,5
Mercedes-Benz,SL550,Two Seaters,Rear-Wheel Drive,Automatic 9-Speed,8,4.7,Premium,Premium Gasoline,17,25,442,4,4
Mercedes-Benz,SLC300,Two Seaters,Rear-Wheel Drive,Automatic 9-Speed,4,2.0,Premium,Premium Gasoline,25,32,324,6,6
MINI,Cooper Clubman,Midsize Cars,Front-Wheel Drive,Automatic (S6),4,1.5,Premium,Premium Gasoline,25,33,317,6,6
MINI,Cooper Clubman,Midsize Cars,Front-Wheel Drive,Manual 6-Speed,4,1.5,Premium,Premium Gasoline,25,34,317,6,6
MINI,Cooper Clubman All4,Midsize Cars,All-Wheel Drive,Automatic (S8),4,1.5,Premium,Premium Gasoline,22,29,353,5,5
MINI,Cooper Clubman All4,Midsize Cars,All-Wheel Drive,Manual 6-Speed,4,1.5,Premium,Premium Gasoline,22,32,345,6,6
MINI,Cooper Convertible,Minicompact Cars,Front-Wheel Drive,Automatic (S6),4,1.5,Premium,Premium Gasoline,27,36,294,7,7
MINI,Cooper Convertible,Minicompact Cars,Front-Wheel Drive,Manual 6-Speed,4,1.5,Premium,Premium Gasoline,28,37,281,7,7
MINI,Cooper Countryman All4,Midsize Cars,All-Wheel Drive,Manual 6-Speed,4,1.5,Premium,Premium Gasoline,22,32,345,6,6
MINI,Cooper Hardtop 2 door,Subcompact Cars,Front-Wheel Drive,Automatic (S6),4,1.5,Premium,Premium Gasoline,27,36,294,7,7
MINI,Cooper Hardtop 2 door,Subcompact Cars,Front-Wheel Drive,Manual 6-Speed,4,1.5,Premium,Premium Gasoline,28,38,282,7,7
MINI,Cooper Hardtop 4 door,Subcompact Cars,Front-Wheel Drive,Automatic (S6),4,1.5,Premium,Premium Gasoline,27,36,294,7,7
MINI,Cooper Hardtop 4 door,Subcompact Cars,Front-Wheel Drive,Manual 6-Speed,4,1.5,Premium,Premium Gasoline,28,37,281,7,7
MINI,Cooper S Clubman,Midsize Cars,Front-Wheel Drive,Automatic (S8),4,2.0,Premium,Premium Gasoline,23,33,329,6,6
MINI,Cooper S Clubman,Midsize Cars,Front-Wheel Drive,Manual 6-Speed,4,2.0,Premium,Premium Gasoline,22,31,349,5,5
MINI,Cooper S Clubman All4,Midsize Cars,All-Wheel Drive,Automatic (S8),4,2.0,Premium,Premium Gasoline,22,31,346,6,6
MINI,Cooper S Clubman All4,Midsize Cars,All-Wheel Drive,Manual 6-Speed,4,2.0,Premium,Premium Gasoline,21,30,366,5,5
MINI,Cooper S Convertible,Minicompact Cars,Front-Wheel Drive,Automatic (S6),4,2.0,Premium,Premium Gasoline,25,33,315,6,6
MINI,Cooper S Convertible,Minicompact Cars,Front-Wheel Drive,Manual 6-Speed,4,2.0,Premium,Premium Gasoline,23,32,337,6,6
MINI,Cooper S Hardtop 2 door,Subcompact Cars,Front-Wheel Drive,Automatic (S6),4,2.0,Premium,Premium Gasoline,25,32,316,6,6
MINI,Cooper S Hardtop 2 door,Subcompact Cars,Front-Wheel Drive,Manual 6-Speed,4,2.0,Premium,Premium Gasoline,23,32,337,6,6
MINI,Cooper S Hardtop 4 door,Subcompact Cars,Front-Wheel Drive,Automatic (S6),4,2.0,Premium,Premium Gasoline,25,32,316,6,6
MINI,Cooper S Hardtop 4 door,Subcompact Cars,Front-Wheel Drive,Manual 6-Speed,4,2.0,Premium,Premium Gasoline,23,32,337,6,6
MINI,John Cooper Works Clubman All4,Midsize Cars,All-Wheel Drive,Automatic (S8),4,2.0,Premium,Premium Gasoline,23,31,339,6,6
MINI,John Cooper Works Clubman All4,Midsize Cars,All-Wheel Drive,Manual 6-Speed,4,2.0,Premium,Premium Gasoline,21,31,367,5,5
MINI,John Cooper Works Convertible,Minicompact Cars,Front-Wheel Drive,Automatic (S6),4,2.0,Premium,Premium Gasoline,24,32,327,6,6
MINI,John Cooper Works Convertible,Minicompact Cars,Front-Wheel Drive,Manual 6-Speed,4,2.0,Premium,Premium Gasoline,22,31,349,5,5
MINI,John Cooper Works Hardtop,Subcompact Cars,Front-Wheel Drive,Automatic (S6),4,2.0,Premium,Premium Gasoline,25,32,316,6,6
MINI,John Cooper Works Hardtop,Subcompact Cars,Front-Wheel Drive,Manual 6-Speed,4,2.0,Premium,Premium Gasoline,23,32,337,6,6
Mitsubishi,Lancer,Compact Cars,Front-Wheel Drive,Auto(AV-S6),4,2.0,Regular,Regular Gasoline,27,34,295,7,7
Mitsubishi,Lancer,Compact Cars,Front-Wheel Drive,Manual 5-Speed,4,2.0,Regular,Regular Gasoline,24,33,322,6,6
Mitsubishi,Lancer 4WD,Compact Cars,All-Wheel Drive,Auto(AV-S6),4,2.4,Regular,Regular Gasoline,23,30,343,6,6
Mitsubishi,Mirage,Compact Cars,Front-Wheel Drive,Automatic (variable gear ratios),3,1.2,Regular,Regular Gasoline,37,43,226,9,9
Mitsubishi,Mirage,Compact Cars,Front-Wheel Drive,Manual 5-Speed,3,1.2,Regular,Regular Gasoline,33,41,242,8,8
Mitsubishi,Mirage G4,Compact Cars,Front-Wheel Drive,Automatic (variable gear ratios),3,1.2,Regular,Regular Gasoline,35,42,237,8,8
Mitsubishi,Mirage G4,Compact Cars,Front-Wheel Drive,Manual 5-Speed,3,1.2,Regular,Regular Gasoline,33,40,249,8,8
Mitsubishi,Outlander 2WD,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Auto(AV-S6),4,2.4,Regular,Regular Gasoline,25,30,330,6,6
Mitsubishi,Outlander 4WD,Small Sport Utility Vehicle 4WD,4-Wheel Drive,Auto(AV-S6),4,2.4,Regular,Regular Gasoline,24,29,340,6,6
Mitsubishi,Outlander 4WD,Small Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic (S6),6,3.0,Premium,Premium Gasoline,20,27,388,5,5
Mitsubishi,Outlander Sport 2WD,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Auto(AV-S6),4,2.0,Regular,Regular Gasoline,24,30,328,6,6
Mitsubishi,Outlander Sport 2WD,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Manual 5-Speed,4,2.0,Regular,Regular Gasoline,23,29,347,5,5
Mitsubishi,Outlander Sport 4WD,Small Sport Utility Vehicle 4WD,4-Wheel Drive,Auto(AV-S6),4,2.0,Regular,Regular Gasoline,23,29,343,6,6
Nissan,370Z,Two Seaters,Rear-Wheel Drive,Automatic (S7),6,3.7,Premium,Premium Gasoline,19,26,411,5,5
Nissan,370Z,Two Seaters,Rear-Wheel Drive,Manual 6-Speed,6,3.7,Premium,Premium Gasoline,18,26,426,4,4
Nissan,370Z Roadster,Two Seaters,Rear-Wheel Drive,Automatic (S7),6,3.7,Premium,Premium Gasoline,18,25,433,4,4
Nissan,370Z Roadster,Two Seaters,Rear-Wheel Drive,Manual 6-Speed,6,3.7,Premium,Premium Gasoline,17,24,447,4,4
Nissan,Altima,Midsize Cars,Front-Wheel Drive,Auto(AV-S7),6,3.5,Regular,Regular Gasoline,22,32,347,6,6
Nissan,Altima,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),4,2.5,Regular,Regular Gasoline,27,39,287,7,7
Nissan,Altima SR,Midsize Cars,Front-Wheel Drive,Auto(AV-S7),4,2.5,Regular,Regular Gasoline,26,37,297,7,7
Nissan,Armada 2WD,Standard Sport Utility Vehicle 2WD,Rear-Wheel Drive,Automatic (S7),8,5.6,Regular,Regular Gasoline,14,19,555,2,2
Nissan,Armada 4WD,Standard Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic (S7),8,5.6,Regular,Regular Gasoline,13,18,588,2,2
Nissan,Frontier 2WD,Small Pickup Trucks 2WD,Rear-Wheel Drive,Automatic 5-Speed,4,2.5,Regular,Regular Gasoline,17,22,467,4,4
Nissan,Frontier 2WD,Small Pickup Trucks 2WD,Rear-Wheel Drive,Automatic 5-Speed,6,4.0,Regular,Regular Gasoline,16,23,478,4,4
Nissan,Frontier 2WD,Small Pickup Trucks 2WD,Rear-Wheel Drive,Manual 5-Speed,4,2.5,Regular,Regular Gasoline,19,23,431,4,4
Nissan,Frontier 2WD,Small Pickup Trucks 2WD,Rear-Wheel Drive,Manual 6-Speed,6,4.0,Regular,Regular Gasoline,16,22,479,4,4
Nissan,Frontier 2WD FFV,Small Pickup Trucks 2WD,Rear-Wheel Drive,Automatic 5-Speed,6,4.0,Gasoline or E85,Regular Gasoline,16,22,494,3,3
Nissan,Frontier 4WD,Small Pickup Trucks 4WD,Part-time 4-Wheel Drive,Automatic 5-Speed,6,4.0,Regular,Regular Gasoline,15,21,520,3,3
Nissan,Frontier 4WD,Small Pickup Trucks 4WD,Part-time 4-Wheel Drive,Manual 6-Speed,6,4.0,Regular,Regular Gasoline,16,21,507,3,3
Nissan,Frontier 4WD FFV,Small Pickup Trucks 4WD,Part-time 4-Wheel Drive,Automatic 5-Speed,6,4.0,Gasoline or E85,Regular Gasoline,15,21,521,3,3
Nissan,GT-R,Subcompact Cars,All-Wheel Drive,Auto(AM6),6,3.8,Premium,Premium Gasoline,16,22,484,3,3
Nissan,Juke,Small Station Wagons,Front-Wheel Drive,Auto(AV-S7),4,1.6,Premium,Premium Gasoline,28,32,303,7,7
Nissan,Juke,Small Station Wagons,Front-Wheel Drive,Manual 6-Speed,4,1.6,Premium,Premium Gasoline,27,33,307,7,7
Nissan,Juke AWD,Small Station Wagons,All-Wheel Drive,Auto(AV-S7),4,1.6,Premium,Premium Gasoline,26,30,319,6,6
Nissan,Juke Nismo RS,Small Station Wagons,Front-Wheel Drive,Manual 6-Speed,4,1.6,Premium,Premium Gasoline,26,31,316,6,6
Nissan,Juke Nismo RS AWD,Small Station Wagons,All-Wheel Drive,Auto(AV-S8),4,1.6,Premium,Premium Gasoline,25,29,337,6,6
Nissan,Maxima,Midsize Cars,Front-Wheel Drive,Auto(AV-S7),6,3.5,Premium,Premium Gasoline,21,30,366,5,5
Nissan,Murano AWD,Midsize Station Wagons,All-Wheel Drive,Auto(AV-S7),6,3.5,Regular,Regular Gasoline,21,28,376,5,5
Nissan,Murano FWD,Midsize Station Wagons,Front-Wheel Drive,Auto(AV-S7),6,3.5,Regular,Regular Gasoline,21,28,373,5,5
Nissan,NV200 Cargo Van,Special Purpose Vehicle 2WD,Front-Wheel Drive,Automatic (variable gear ratios),4,2.0,Regular,Regular Gasoline,24,26,354,5,5
Nissan,Pathfinder 2WD,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic (variable gear ratios),6,3.5,Regular,Regular Gasoline,20,27,395,5,5
Nissan,Pathfinder 4WD,Small Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic (variable gear ratios),6,3.5,Regular,Regular Gasoline,19,26,404,5,5
Nissan,Pathfinder 4WD Platinum,Small Sport Utility Vehicle 4WD,4-Wheel Drive,Automatic (variable gear ratios),6,3.5,Regular,Regular Gasoline,19,26,415,4,4
Nissan,Quest,Minivan - 2WD,Front-Wheel Drive,Automatic (variable gear ratios),6,3.5,Regular,Regular Gasoline,20,27,396,5,5
Nissan,Rogue AWD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (variable gear ratios),4,2.5,Regular,Regular Gasoline,25,32,326,6,6
Nissan,Rogue FWD,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic (variable gear ratios),4,2.5,Regular,Regular Gasoline,26,33,312,7,7
Nissan,Rogue Hybrid  AWD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Auto(AV-S7),4,2.0,Regular,Regular Gasoline,31,34,276,8,8
Nissan,Rogue Hybrid  FWD,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Auto(AV-S7),4,2.0,Regular,Regular Gasoline,33,35,261,8,8
Nissan,Sentra,Midsize Cars,Front-Wheel Drive,Auto(AV-S7),4,1.6,Premium,Premium Gasoline,27,33,307,7,7
Nissan,Sentra,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),4,1.8,Regular,Regular Gasoline,29,37,278,7,7
Nissan,Sentra,Midsize Cars,Front-Wheel Drive,Manual 6-Speed,4,1.8,Regular,Regular Gasoline,27,35,298,7,7
Nissan,Sentra,Midsize Cars,Front-Wheel Drive,Manual 6-Speed,4,1.6,Premium,Premium Gasoline,26,32,318,6,6
Nissan,Sentra Nismo,Midsize Cars,Front-Wheel Drive,Auto(AV-S7),4,1.6,Premium,Premium Gasoline,25,30,330,6,6
Nissan,Sentra Nismo,Midsize Cars,Front-Wheel Drive,Manual 6-Speed,4,1.6,Premium,Premium Gasoline,25,31,330,6,6
Nissan,Titan 2WD,Standard Pickup Trucks 2WD,Rear-Wheel Drive,Automatic (S7),8,5.6,Regular,Regular Gasoline,15,21,505,3,3
Nissan,Titan 4WD,Standard Pickup Trucks 4WD,Part-time 4-Wheel Drive,Automatic (S7),8,5.6,Regular,Regular Gasoline,15,21,505,3,3
Nissan,Titan 4WD  PRO4X,Standard Pickup Trucks 4WD,Part-time 4-Wheel Drive,Automatic (S7),8,5.6,Regular,Regular Gasoline,15,20,529,3,3
Nissan,Versa,Compact Cars,Front-Wheel Drive,Automatic (variable gear ratios),4,1.6,Regular,Regular Gasoline,31,39,260,8,8
Nissan,Versa,Compact Cars,Front-Wheel Drive,Automatic 4-Speed,4,1.6,Regular,Regular Gasoline,26,35,302,7,7
Nissan,Versa,Compact Cars,Front-Wheel Drive,Manual 5-Speed,4,1.6,Regular,Regular Gasoline,27,36,296,7,7
Porsche,911 Carrera,Minicompact Cars,Rear-Wheel Drive,Auto(AM-S7),6,3.0,Premium,Premium Gasoline,22,30,355,5,5
Porsche,911 Carrera,Minicompact Cars,Rear-Wheel Drive,Manual 7-Speed,6,3.0,Premium,Premium Gasoline,20,29,382,5,5
Porsche,911 Carrera 4,Minicompact Cars,4-Wheel Drive,Auto(AM-S7),6,3.0,Premium,Premium Gasoline,22,28,362,5,5
Porsche,911 Carrera 4,Minicompact Cars,4-Wheel Drive,Manual 7-Speed,6,3.0,Premium,Premium Gasoline,20,28,389,5,5
Porsche,911 Carrera 4 Cabriolet,Minicompact Cars,4-Wheel Drive,Auto(AM-S7),6,3.0,Premium,Premium Gasoline,21,28,370,5,5
Porsche,911 Carrera 4 Cabriolet,Minicompact Cars,4-Wheel Drive,Manual 7-Speed,6,3.0,Premium,Premium Gasoline,19,28,395,5,5
